,temperature
January,24.1018676758
February,23.895324707
March,24.0717468262
April,24.4578857422
May,25.0143737793
June,25.7286682129
July,26.9508972168
August,28.0240478516
September,28.0960388184
October,27.4652404785
November,26.5198974609
December,25.1912231445
