,temperature
January,26.858016967799998
February,27.6446533203
March,27.67303466795
April,26.61503601075
May,24.730987548850003
June,23.669128418
July,22.5493774414
August,21.858779907250003
September,22.21049499515
October,22.8910675049
November,23.9387664795
December,25.40097045895
