,temperature
January,28.2723083496
February,28.6741943359
March,28.8100280762
April,28.5643005371
May,27.8598632812
June,26.9970397949
July,26.5871276855
August,26.196472168
September,26.4805908203
October,26.9422607422
November,27.3976135254
December,27.8084411621
