,temperature
January,24.6008605957
February,24.4756774902
March,24.5610961914
April,24.9709472656
May,25.7841491699
June,26.5152282715
July,27.8648071289
August,29.043182373
September,28.6615905762
October,27.9855651855
November,26.9376220703
December,25.6724243164
