,temperature
January,24.182235717799998
February,23.690109252950002
March,23.572250366200002
April,23.77815246585
May,24.328414917
June,25.07290649415
July,26.20703125
August,27.40295410155
September,27.9200286865
October,27.5432891846
November,26.5919799805
December,25.262527465799998
