,temperature
January,28.3086853027
February,28.6939697266
March,28.8051147461
April,28.5682067871
May,27.8494873047
June,27.0260620117
July,26.6051330566
August,26.203704834
September,26.4911804199
October,26.970489502
November,27.4164733887
December,27.8470153809
