,temperature
January,28.4320068359
February,28.6650695801
March,28.8111877441
April,28.8202209473
May,28.6928405762
June,28.303314209
July,27.9389953613
August,27.7007141113
September,27.8153381348
October,27.9716491699
November,28.0812988281
December,28.2068481445
