,temperature
January,24.46110534665
February,25.34017944335
March,26.797042846700002
April,28.056213378899997
May,28.9953765869
June,29.33389282225
July,29.54682922365
August,28.8856506348
September,27.26737976075
October,25.926742553700002
November,24.7710266113
December,24.243331909200002
