,temperature
January,27.117767334
February,27.3950195312
March,27.7340393066
April,27.6912841797
May,26.4782409668
June,25.0686035156
July,24.1416015625
August,23.9051208496
September,24.0221862793
October,24.7574462891
November,25.977722168
December,26.9936218262
