,temperature
January,24.770904541
February,24.3546295166
March,24.2625732422
April,24.468338012700002
May,25.07652282715
June,25.80993652345
July,26.83322143555
August,27.84463500975
September,28.18788146975
October,27.664001464800002
November,26.80978393555
December,25.69229125975
