,temperature
January,24.0355083759
February,25.15728759764615
March,25.426656869746157
April,25.339862530046148
May,24.954348050646157
June,24.33350078874615
July,24.541750394376923
August,24.77137873723077
September,24.64870276817692
October,24.583641639115385
November,24.412322998038462
December,23.642082801230767
