,temperature
January,28.4205423991
February,28.489247640000002
March,28.6295267741
April,28.6887512207
May,28.6476949056
June,28.614298502599997
July,28.354797363266666
August,28.28178914386667
September,28.364339192733336
October,28.314910888700002
November,28.280975341766666
December,28.317972819033333
