,temperature
January,25.2535122958
February,26.760484175254547
March,27.778270374654543
April,27.706579034972723
May,26.189400412809093
June,25.271795099445455
July,25.00499933416364
August,24.582869096245453
September,24.65995649857273
October,24.66439541903637
November,24.621326793327274
December,24.85474465110909
