,temperature
January,22.3378295898
February,23.2794494629
March,22.9932556152
April,21.3453369141
May,19.4160766602
June,18.1045227051
July,16.8511657715
August,16.5498657227
September,16.9598083496
October,17.5444946289
November,19.1051940918
December,20.9704284668
