,temperature
January,22.72365315756667
February,24.226969401033333
March,27.353454589833333
April,30.1909383138
May,32.32692464193334
June,33.45298258463333
July,31.420898437466665
August,31.177215576166663
September,32.11829630536666
October,28.804860432966667
November,25.300994873033332
December,23.480428059866664
