,temperature
January,23.047637939450002
February,23.00653457641667
March,21.49798329670833
April,20.51627604165833
May,17.48651885985417
June,15.336968739816669
July,15.972259521479165
August,19.83877690632917
September,23.95661671957083
October,27.036820729570834
November,24.054175059008333
December,22.98089218139583
