,temperature
January,26.93923950195
February,27.56912231445
March,28.0751953125
April,28.31396484375
May,28.247100830100003
June,27.66813659665
July,26.94606018065
August,26.517013549799998
September,26.633682251
October,27.02659606935
November,27.41995239255
December,27.3926696777
