,temperature
January,26.1840209961
February,26.9576416016
March,27.4711608887
April,27.5759277344
May,27.0638427734
June,26.2707214355
July,25.6807556152
August,25.2108764648
September,25.044128418
October,25.1990661621
November,25.4230957031
December,25.6052246094
