,temperature
January,8.47103881836
February,9.24685668945
March,10.0745544434
April,12.3526306152
May,15.5822143555
June,20.1364135742
July,23.8930664062
August,24.1484375
September,21.0999450684
October,15.9782409668
November,11.9661254883
December,9.58642578125
