12/29/1978,22,6,9
12/30/1978,28,10,8
12/31/1978,36,25,4
2/1/1978,11,0,25
2/2/1978,15,1,25
2/3/1978,21,7,26
2/4/1978,18,0,26
2/5/1978,20,0,24
2/6/1978,19,2,28
2/7/1978,8,-4,30
2/8/1978,9,-4,31
2/9/1978,22,4,30
2/10/1978,29,1,29
2/11/1978,20,2,29
2/12/1978,20,7,28
2/13/1978,25,10,27
2/14/1978,23,9,28
2/15/1978,21,8,28
2/16/1978,28,13,27
2/17/1978,34,17,28
2/18/1978,28,18,28
2/19/1978,24,-4,31
2/20/1978,19,-5,30
2/21/1978,27,5,28
2/22/1978,20,2,28
2/23/1978,13,3,28
2/24/1978,26,4,30
2/25/1978,28,14,30
2/26/1978,32,18,33
2/27/1978,26,9,34
2/28/1978,20,8,34
3/1/1978,30,13,34
3/2/1978,21,0,34
3/3/1978,23,-2,35
3/4/1978,25,9,38
3/5/1978,15,2,38
3/6/1978,20,3,37
3/7/1978,24,8,36
3/8/1978,29,9,35
3/9/1978,34,18,33
3/10/1978,40,18,31
3/11/1978,43,24,30
3/12/1978,47,27,28
3/13/1978,40,28,26
3/14/1978,40,31,23
3/15/1978,50,28,18
3/16/1978,32,25,23
3/17/1978,34,18,27
3/18/1978,27,16,29
3/19/1978,42,17,27
3/20/1978,40,12,24
3/21/1978,55,21,19
3/22/1978,61,25,14
3/23/1978,49,30,10
3/24/1978,48,29,8
3/25/1978,41,23,8
3/26/1978,30,25,8
3/27/1978,35,25,M
3/28/1978,36,27,M
3/29/1978,50,30,7
3/30/1978,47,19,5
3/31/1978,40,20,3
1/1/1979,56,33,2
1/2/1979,53,27,T
1/3/1979,29,-7,3
1/4/1979,M,-9,3
1/5/1979,14,5,3
1/6/1979,19,5,7
1/7/1979,25,14,8
1/8/1979,45,13,3
1/9/1979,15,-5,3
1/10/1979,14,-5,M
1/11/1979,15,0,M
1/12/1979,14,0,6
1/13/1979,22,7,6
1/14/1979,45,21,3
1/15/1979,41,-4,3
1/16/1979,25,-5,3
1/17/1979,27,16,3
1/18/1979,38,11,3
1/19/1979,13,-1,3
1/20/1979,18,0,3
1/21/1979,30,15,3
1/22/1979,34,20,4
1/23/1979,21,15,4
1/24/1979,30,13,4
1/25/1979,37,11,7
1/26/1979,16,10,8
1/27/1979,19,14,8
1/28/1979,25,18,13
1/29/1979,27,20,15
1/30/1979,24,16,16
1/31/1979,18,14,M
12/1/1979,21,16,4
12/2/1979,30,18,3
12/3/1979,24,10,5
12/4/1979,29,12,2
12/5/1979,33,24,2
12/6/1979,50,33,1
12/7/1979,49,25,1
12/8/1979,42,26,T
12/9/1979,28,17,T
12/10/1979,34,19,T
12/11/1979,49,28,0
12/12/1979,58,47,0
12/13/1979,54,32,0
12/14/1979,39,20,0
12/15/1979,27,16,0
12/16/1979,35,19,0
12/17/1979,48,9,2
12/18/1979,13,4,4
12/19/1979,22,4,3
12/20/1979,31,20,2
12/21/1979,25,20,2
12/22/1979,29,22,2
12/23/1979,44,26,T
12/24/1979,51,40,0
12/25/1979,48,34,0
12/26/1979,35,25,2
12/27/1979,27,23,2
12/28/1979,27,21,2
12/29/1979,25,21,2
12/30/1979,27,21,1
12/31/1979,34,15,1
2/1/1979,20,8,M
2/2/1979,12,6,21
2/3/1979,15,4,21
2/4/1979,23,7,21
2/5/1979,24,-3,21
2/6/1979,5,-5,21
2/7/1979,20,-7,20
2/8/1979,20,6,25
2/9/1979,14,-3,25
2/10/1979,5,-8,25
2/11/1979,5,-11,25
2/12/1979,10,-9,25
2/13/1979,15,-5,30
2/14/1979,8,-7,25
2/15/1979,30,-6,25
2/16/1979,35,16,25
2/17/1979,20,-12,25
2/18/1979,10,-14,25
2/19/1979,14,-7,39
2/20/1979,19,4,39
2/21/1979,40,14,33
2/22/1979,44,16,25
2/23/1979,42,28,23
2/24/1979,45,32,M
2/25/1979,45,30,20
2/26/1979,33,24,17
2/27/1979,31,19,21
2/28/1979,28,18,23
3/1/1979,41,21,20
3/2/1979,42,31,18
3/3/1979,41,30,17
3/4/1979,44,30,15
3/5/1979,49,M,12
3/6/1979,42,30,10
3/7/1979,36,27,9
3/8/1979,45,30,8
3/9/1979,48,31,7
3/10/1979,50,30,5
3/11/1979,40,11,4
3/12/1979,16,11,5
3/13/1979,32,13,3
3/14/1979,59,32,1
3/15/1979,37,3,4
3/16/1979,15,3,4
3/17/1979,35,12,3
3/18/1979,51,30,T
3/19/1979,52,34,T
3/20/1979,54,28,T
3/21/1979,58,32,T
3/22/1979,61,34,T
3/23/1979,63,43,T
3/24/1979,61,41,T
3/25/1979,49,28,T
3/26/1979,40,20,1
3/27/1979,24,M,1
3/28/1979,30,16,1
3/29/1979,58,23,0
3/30/1979,67,53,0
3/31/1979,70,55,0
1/1/1980,39,15,1
1/2/1980,37,19,1
1/3/1980,22,19,1
1/4/1980,26,18,1
1/5/1980,22,16,5
1/6/1980,24,10,6
1/7/1980,31,13,5
1/8/1980,36,11,4
1/9/1980,24,12,4
1/10/1980,24,6,7
1/11/1980,36,9,6
1/12/1980,48,14,3
1/13/1980,18,15,3
1/14/1980,32,17,2
