,month,data
0,0,25.128056
1,1,25.196507
2,2,25.480824
3,3,25.662146
4,4,25.644125
5,5,25.336306
6,6,25.204128
7,7,25.715021
8,8,26.302227
9,9,26.5953
10,10,26.393805
11,11,25.609415
