,month,data
0,0,25.78099
1,1,25.867783
2,2,26.067684
3,3,26.243702
4,4,26.228962
5,5,25.814602
6,6,25.490498
7,7,25.587109
8,8,25.81344
9,9,26.198832
10,10,26.24816
11,11,26.015396
