,month,data
0,0,-4.8281126
1,1,-4.408469
2,2,-0.42138618
3,3,6.2473464
4,4,12.113564
5,5,15.554888
6,6,17.623066
7,7,16.844069
8,8,12.47789
9,9,7.0057716
10,10,1.7177427
11,11,-2.56962
