,month,data
0,0,0.09617378
1,1,2.245676
2,2,7.380423
3,3,13.161995
4,4,18.253244
5,5,23.077696
6,6,25.175522
7,7,23.819813
8,8,19.105152
9,9,13.177561
10,10,6.9461336
11,11,2.2441201
