,month,data
0,0,-5.6620183
1,1,-3.8577042
2,2,0.051682897
3,3,5.926177
4,4,11.959194
5,5,16.9164
6,6,19.6669
7,7,18.691568
8,8,14.49659
9,9,7.980858
10,10,0.6838347
11,11,-4.223826
