,month,data
0,0,6.291456
1,1,7.338598
2,2,9.50577
3,3,11.516542
4,4,14.853701
5,5,18.816353
6,6,21.92217
7,7,22.062016
8,8,19.078846
9,9,14.467189
10,10,9.772955
11,11,6.962533
