,month,data
0,0,27.726858
1,1,27.057041
2,2,25.8754
3,3,23.090696
4,4,20.184496
5,5,18.57854
6,6,18.395855
7,7,20.378872
8,8,22.548185
9,9,24.547472
10,10,25.948635
11,11,27.277325
