,month,data
0,0,22.792479
1,1,23.63928
2,2,25.209665
3,3,27.448084
4,4,29.011398
5,5,29.908346
6,6,29.164667
7,7,28.496449
8,8,28.13345
9,9,27.17503
10,10,25.441948
11,11,23.553226
