,month,data
0,0,-3.4299648
1,1,-1.5017186
2,2,4.7952485
3,3,13.455106
4,4,19.795237
5,5,24.570295
6,6,26.933344
7,7,25.0109
8,8,19.068798
9,9,11.60491
10,10,4.361945
11,11,-1.194602
