,month,data
0,0,-9.520766
1,1,-7.779691
2,2,-2.397693
3,3,4.190319
4,4,8.626362
5,5,13.195508
6,6,16.414597
7,7,15.760424
8,8,11.100433
9,9,4.8351545
10,10,-1.5464776
11,11,-6.60468
