,month,data
0,0,22.602201
1,1,23.275476
2,2,24.758888
3,3,26.26623
4,4,27.08788
5,5,27.196598
6,6,26.689564
7,7,26.92857
8,8,26.865765
9,9,25.765991
10,10,23.674255
11,11,22.863781
