,month,data
0,0,17.892414
1,1,17.21444
2,2,15.5744095
3,3,12.254042
4,4,8.933809
5,5,6.256516
6,6,6.479445
7,7,8.464137
8,8,11.910532
9,9,13.701752
10,10,15.1169615
11,11,16.668076
