,month,data
0,0,26.313492
1,1,25.656698
2,2,24.278164
3,3,21.611168
4,4,17.641043
5,5,14.479787
6,6,14.238727
7,7,17.100134
8,8,21.14522
9,9,24.406277
10,10,25.4891
11,11,25.991337
