,month,data
0,0,25.17408
1,1,26.071081
2,2,27.391886
3,3,28.269669
4,4,28.394459
5,5,28.001118
6,6,27.221302
7,7,27.229055
8,8,27.870647
9,9,26.91565
10,10,25.981283
11,11,25.266474
