,month,data
0,0,-24.660717
1,1,-23.691502
2,2,-19.197803
3,3,-10.452891
4,4,-0.9048363
5,5,6.7404375
6,6,10.750254
7,7,9.166878
8,8,3.3114586
9,9,-4.656958
10,10,-14.342758
11,11,-21.157711
