,month,data
0,0,22.897865
1,1,22.98006
2,2,22.99719
3,3,22.504475
4,4,21.06725
5,5,18.741627
6,6,18.224937
7,7,20.075193
8,8,22.265032
9,9,23.31187
10,10,23.03111
11,11,22.853683
