,month,data
0,0,24.932056
1,1,25.217741
2,2,26.053751
3,3,26.369608
4,4,26.068075
5,5,25.374636
6,6,25.61001
7,7,25.285387
8,8,24.97701
9,9,24.86408
10,10,24.519773
11,11,24.527119
