,month,data
0,0,26.00264
1,1,25.870203
2,2,25.459322
3,3,24.14048
4,4,22.073639
5,5,20.050152
6,6,19.515234
7,7,20.893045
8,8,23.118608
9,9,25.227095
10,10,26.141184
11,11,26.101421
