,month,data
0,0,25.063915
1,1,25.509228
2,2,26.019526
3,3,26.084158
4,4,25.671717
5,5,24.9804
6,6,24.778812
7,7,25.090502
8,8,25.45298
9,9,25.628986
10,10,25.55774
11,11,25.127514
