,month,data
0,0,26.211926
1,1,26.027523
2,2,26.402752
3,3,27.130276
4,4,27.63211
5,5,28.257797
6,6,28.134863
7,7,27.908258
8,8,28.136698
9,9,28.027523
10,10,27.715597
11,11,26.936697
