,month,data
0,0,26.407145
1,1,26.61473
2,2,26.509151
3,3,26.031696
4,4,25.038393
5,5,24.174553
6,6,23.664286
7,7,23.658705
8,8,23.92009
9,9,24.569643
10,10,25.210491
11,11,25.768305
