,month,data
0,0,24.122929
1,1,25.714558
2,2,26.83192
3,3,27.077219
4,4,26.12348
5,5,24.865734
6,6,23.79921
7,7,23.575397
8,8,24.11028
9,9,24.737364
10,10,24.707067
11,11,23.92406
