,month,data
0,0,-1.5981281
1,1,0.08323531
2,2,4.7583013
3,3,10.130596
4,4,15.109471
5,5,18.570501
6,6,20.702
7,7,20.533157
8,8,16.491955
9,9,10.958772
10,10,5.2978005
11,11,1.0357337
