,month,data
0,0,27.38624
1,1,27.33945
2,2,27.770641
3,3,27.468807
4,4,26.689907
5,5,24.977064
6,6,24.308256
7,7,24.589909
8,8,25.522018
9,9,26.791742
10,10,27.49358
11,11,27.394495
