,month,data
0,0,4.8412075
1,1,6.902476
2,2,11.438702
3,3,16.968443
4,4,22.29544
5,5,26.714254
6,6,28.764746
7,7,27.677898
8,8,23.858746
9,9,18.317085
10,10,12.034037
11,11,6.793994
