,month,data
0,0,4.941451
1,1,5.049791
2,2,6.2485228
3,3,7.9061904
4,4,10.416128
5,5,12.965464
6,6,14.584889
7,7,14.404764
8,8,12.664339
9,9,10.003481
10,10,6.8925943
11,11,5.542906
