,month,data
0,0,3.8774166
1,1,5.410737
2,2,9.876257
3,3,14.061562
4,4,16.958927
5,5,18.86283
6,6,18.850256
7,7,18.542341
8,8,17.365139
9,9,13.538821
10,10,8.92719
11,11,5.3368106
