,month,data
0,0,26.334568
1,1,26.051214
2,2,25.920628
3,3,25.831448
4,4,25.594858
5,5,25.283634
6,6,24.848852
7,7,25.023783
8,8,25.531061
9,9,25.92727
10,10,26.058187
11,11,26.2353
