,month,data
0,0,25.11021
1,1,25.600958
2,2,25.434168
3,3,25.34959
4,4,25.120152
5,5,24.256306
6,6,23.166306
7,7,23.287128
8,8,24.08874
9,9,24.268414
10,10,24.62045
11,11,24.746603
