,month,data
0,0,-3.1364477
1,1,-1.7578214
2,2,3.0582647
3,3,10.000623
4,4,16.069315
5,5,19.650005
6,6,21.653732
7,7,21.022795
8,8,16.322803
9,9,10.269518
10,10,4.286142
11,11,-0.723785
