,month,data
0,0,19.888786
1,1,21.014923
2,2,22.535172
3,3,25.539387
4,4,26.93465
5,5,27.185022
6,6,27.08493
7,7,26.881191
8,8,26.161106
9,9,24.69953
10,10,22.680689
11,11,20.680256
