,month,data
0,0,5.681193
1,1,5.63578
2,2,7.2582564
3,3,9.23211
4,4,12.2848625
5,5,14.846331
6,6,16.695871
7,7,16.84266
8,8,15.008257
9,9,11.933027
10,10,8.31789
11,11,6.4614677
