,month,data
0,0,27.30015
1,1,27.729761
2,2,28.14613
3,3,28.333035
4,4,27.85744
5,5,26.601786
6,6,25.73765
7,7,25.830505
8,8,26.369196
9,9,26.90595
10,10,27.392115
11,11,27.359821
