,month,data
0,0,-21.235401
1,1,-17.95588
2,2,-9.257488
3,3,1.7768781
4,4,9.603489
5,5,15.393059
6,6,17.757744
7,7,15.790916
8,8,9.389232
9,9,0.9404321
10,10,-10.582318
11,11,-18.784733
