,month,data
0,0,19.315933
1,1,21.083649
2,2,23.421955
3,3,25.664173
4,4,26.258152
5,5,26.156576
6,6,25.766836
7,7,25.551706
8,8,25.209734
9,9,23.95046
10,10,21.764948
11,11,19.566475
