,month,data
0,0,12.472579
1,1,14.604584
2,2,19.087627
3,3,24.319906
4,4,30.662266
5,5,34.45655
6,6,35.958492
7,7,35.784676
8,8,32.755928
9,9,27.217443
10,10,20.007635
11,11,14.134381
