,month,data
0,0,25.287157
1,1,25.209173
2,2,25.833944
3,3,26.60642
4,4,27.693579
5,5,27.848623
6,6,27.533945
7,7,27.679815
8,8,27.593578
9,9,27.306421
10,10,26.849543
11,11,25.911007
