,month,data
0,0,-1.8848374
1,1,0.25047463
2,2,5.148767
3,3,10.475495
4,4,15.426147
5,5,18.63689
6,6,20.44594
7,7,19.948132
8,8,15.978831
9,9,10.558283
10,10,4.791119
11,11,0.17032793
