,month,data
0,0,22.079866
1,1,23.750126
2,2,26.362082
3,3,28.76279
4,4,30.065744
5,5,29.99937
6,6,28.786997
7,7,28.31515
8,8,28.421219
9,9,27.883184
10,10,25.093311
11,11,22.606365
