,month,data
0,0,24.208158
1,1,23.68229
2,2,22.716309
3,3,20.609478
4,4,17.354351
5,5,14.797717
6,6,14.3665285
7,7,16.191744
8,8,19.223759
9,9,21.694698
10,10,22.928589
11,11,23.85888
