,month,data
0,0,3.070357
1,1,2.9653573
2,2,3.4278572
3,3,4.6464286
4,4,6.6010714
5,5,8.787024
6,6,10.342203
7,7,10.6
8,8,9.209524
9,9,7.1775002
10,10,4.860774
11,11,3.7129166
