,month,data
0,0,-8.793123
1,1,-8.3844185
2,2,-4.721192
3,3,0.47401214
4,4,6.2438917
5,5,11.282265
6,6,14.055145
7,7,12.5060425
8,8,8.020651
9,9,2.559723
10,10,-3.1960998
11,11,-6.9367523
