,month,data
0,0,8.127531
1,1,10.235663
2,2,15.558725
3,3,20.978806
4,4,25.514336
5,5,28.416286
6,6,28.357555
7,7,27.166416
8,8,24.75347
9,9,20.401512
10,10,14.736856
11,11,9.892018
