,month,data
0,0,24.651972
1,1,26.508854
2,2,28.136087
3,3,29.119976
4,4,29.223698
5,5,28.012686
6,6,26.483072
7,7,25.970535
8,8,26.507477
9,9,27.275259
10,10,26.8827
11,11,24.694122
